level,retention_days,age,reg_source,address,income,education,total_orders,is_activity,sex,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
1,40,29,1,6,40.000,2,8,0.000,1,5,0,0,0,0,13.000,0.000,0.000,0.000,0.000,502.950,0.000,0.000,0.000,0.000,0,0,0,0,0,1,1,1,0,2.565,null,null,null,null,3.689,3,0
1,48,55,0,15,79.000,1,25,0.000,0,1,0,0,1,0,13.800,0.000,0.000,25.500,0.000,668.650,0.000,0.000,1140.000,0.000,0,0,0,0,1,1,1,1,0,2.625,null,null,3.239,null,4.369,3,0
3,3,31,0,1,28.000,1,0,0.000,0,1,1,1,1,0,3.450,15.500,23.300,23.500,0.000,13.300,48.750,62.950,45.000,0.000,0,0,0,1,0,0,1,0,0,1.238,2.741,3.148,3.157,null,3.332,1,1
2,51,48,0,12,64.000,2,22,0.000,1,1,0,0,1,0,14.800,0.000,0.000,17.000,0.000,708.450,0.000,0.000,820.000,0.000,0,0,0,0,0,0,0,0,0,2.695,null,null,2.833,null,4.159,1,0
3,33,41,0,15,37.000,2,11,0.000,0,1,0,0,0,0,12.200,0.000,0.000,0.000,0.000,415.050,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.501,null,null,null,null,3.611,1,0
3,14,47,1,7,48.000,1,13,0.000,0,2,1,0,0,0,4.250,11.000,0.000,0.000,0.000,55.500,126.450,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1.447,2.398,null,null,null,3.871,1,0
1,17,42,1,6,131.000,5,6,0.000,0,3,0,1,0,1,5.800,0.000,35.350,0.000,21.650,103.100,0.000,527.800,0.000,331.400,1,0,0,1,0,0,0,0,1,1.758,null,3.565,null,3.075,4.875,2,1
3,19,29,1,9,18.000,2,2,0.000,0,3,0,0,0,0,5.400,0.000,0.000,0.000,0.000,108.500,0.000,0.000,0.000,0.000,0,0,0,1,0,0,1,0,1,1.686,null,null,null,null,2.890,1,1
2,58,36,0,10,38.000,2,14,0.000,1,1,0,0,1,0,10.150,0.000,0.000,17.750,0.000,538.650,0.000,0.000,1030.000,0.000,1,0,0,0,0,0,0,0,0,2.317,null,null,2.876,null,3.638,2,0
3,22,23,0,3,37.000,2,4,0.000,1,3,0,1,1,1,5.350,0.000,28.100,9.000,24.700,144.050,0.000,602.200,200.000,503.500,0,1,0,1,1,0,0,1,1,1.677,null,3.336,2.197,3.207,3.611,4,0
2,29,31,1,1,60.000,4,6,0.000,0,5,0,1,0,0,9.600,0.000,26.750,0.000,0.000,243.900,0.000,730.800,0.000,0.000,1,0,0,1,0,0,0,0,1,2.262,null,3.287,null,null,4.094,2,1
3,14,22,1,2,13.000,3,0,0.000,1,4,0,1,0,0,9.450,0.000,26.850,0.000,0.000,117.550,0.000,364.100,0.000,0.000,1,0,0,1,0,0,0,0,0,2.246,null,3.290,null,null,2.565,2,1
2,70,64,1,18,98.000,1,31,0.000,1,2,1,0,1,1,26.150,84.000,0.000,11.250,45.450,1805.100,5850.250,0.000,720.000,3243.250,1,1,1,0,1,1,1,1,0,3.264,4.431,null,2.420,3.817,4.585,4,0
1,62,52,1,2,195.000,1,23,0.000,0,2,1,0,1,1,23.150,36.750,0.000,36.000,34.300,1420.950,2308.250,0.000,2205.000,2082.800,1,0,0,0,0,0,1,1,0,3.142,3.604,null,3.584,3.535,5.273,3,1
2,7,35,1,0,47.000,1,14,0.000,0,5,0,0,0,0,5.200,0.000,0.000,0.000,0.000,46.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.649,null,null,null,null,3.850,1,1
1,56,47,1,19,65.000,2,22,0.000,0,3,1,0,1,1,12.400,48.750,0.000,36.500,58.400,744.450,2695.950,0.000,2070.000,3084.200,0,1,1,0,1,1,1,1,0,2.518,3.887,null,3.597,4.067,4.174,4,0
1,50,50,1,22,150.000,5,5,0.000,1,4,0,1,1,0,19.300,0.000,33.400,50.750,0.000,930.800,0.000,1719.400,2585.000,0.000,1,1,0,1,0,0,1,0,1,2.960,null,3.509,3.927,null,5.011,2,1
2,57,39,0,6,106.000,5,8,0.000,0,1,1,1,1,1,9.050,24.250,41.850,12.250,39.600,568.150,1486.350,2291.350,740.000,2183.950,1,0,1,0,1,1,1,1,0,2.203,3.188,3.734,2.506,3.679,4.663,3,0
3,2,40,0,19,51.000,4,14,0.000,1,1,0,0,0,0,4.250,0.000,0.000,0.000,0.000,6.800,0.000,0.000,0.000,0.000,0,1,0,1,0,0,0,0,1,1.447,null,null,null,null,3.932,1,0
2,40,38,0,17,96.000,4,0,0.000,1,1,0,0,0,0,9.300,0.000,0.000,0.000,0.000,316.050,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.230,null,null,null,null,4.564,1,0
2,6,43,0,4,33.000,5,7,0.000,0,2,0,0,1,1,4.250,0.000,0.000,16.250,26.750,30.000,0.000,0.000,85.000,146.550,1,0,1,0,1,1,1,1,0,1.447,null,null,2.788,3.287,3.497,3,0
3,23,25,1,6,38.000,2,1,0.000,1,3,1,1,1,0,13.900,23.250,28.500,3.750,0.000,255.000,574.850,621.250,65.000,0.000,1,0,1,0,0,1,1,0,0,2.632,3.146,3.350,1.322,null,3.638,3,0
3,11,32,0,6,125.000,4,5,0.000,0,1,1,1,1,1,3.800,19.250,61.450,19.000,58.250,31.750,233.400,578.600,200.000,577.700,1,1,1,1,1,1,1,1,1,1.335,2.958,4.118,2.944,4.065,4.828,4,1
1,29,37,1,13,145.000,5,0,0.000,1,4,1,1,1,1,8.600,24.000,41.150,17.750,28.000,241.450,713.450,1201.400,495.000,722.800,0,1,1,1,1,1,1,1,0,2.152,3.178,3.717,2.876,3.332,4.977,4,0
1,42,44,1,2,99.000,2,21,0.000,0,3,1,0,1,0,22.050,34.750,0.000,9.750,0.000,841.550,1501.550,0.000,395.000,0.000,1,0,0,0,0,1,0,1,0,3.093,3.548,null,2.277,null,4.595,3,0
1,20,34,1,2,22.000,4,0,0.000,1,3,1,1,1,1,4.850,18.250,35.050,34.750,31.650,75.450,338.550,731.050,635.000,570.650,0,0,1,1,1,1,1,1,1,1.579,2.904,3.557,3.548,3.455,3.091,4,0
2,72,60,1,21,31.000,1,38,1.000,0,2,0,0,1,0,32.250,0.000,0.000,33.500,0.000,2349.250,0.000,0.000,2385.000,0.000,1,0,0,0,0,0,0,0,0,3.474,null,null,3.512,null,3.434,2,0
1,2,36,0,3,25.000,1,6,0.000,1,1,1,1,1,1,1.900,15.750,28.700,5.000,24.150,3.600,23.050,29.050,5.000,20.950,0,0,1,0,1,1,1,1,0,0.642,2.757,3.357,1.609,3.184,3.219,3,0
3,46,25,0,5,57.000,5,0,0.000,1,2,1,1,1,1,20.250,21.250,39.400,9.750,28.350,923.950,968.950,1748.550,445.000,1246.450,0,0,0,1,0,0,1,1,1,3.008,3.056,3.674,2.277,3.345,4.043,1,0
2,39,51,1,21,41.000,5,20,0.000,0,6,1,1,1,1,12.100,20.500,54.300,9.750,35.350,492.800,910.250,2059.700,330.000,1301.100,1,1,1,1,1,1,1,1,1,2.493,3.020,3.995,2.277,3.565,3.714,4,0
3,24,25,1,1,20.000,3,1,0.000,1,2,0,1,0,0,8.150,0.000,27.950,0.000,0.000,209.350,0.000,615.800,0.000,0.000,1,0,0,1,1,0,1,0,0,2.098,null,3.330,null,null,2.996,2,1
3,59,43,1,4,101.000,2,22,0.000,1,5,0,0,1,0,13.650,0.000,0.000,20.750,0.000,817.650,0.000,0.000,1195.000,0.000,1,0,0,0,0,0,0,1,0,2.614,null,null,3.033,null,4.615,2,0
1,65,37,0,8,56.000,2,15,0.000,0,1,0,0,1,0,10.250,0.000,0.000,10.750,0.000,681.950,0.000,0.000,655.000,0.000,1,0,0,0,0,0,0,0,0,2.327,null,null,2.375,null,4.025,2,0
2,50,27,1,5,22.000,2,5,0.000,1,3,0,0,1,0,17.200,0.000,0.000,13.250,0.000,893.300,0.000,0.000,750.000,0.000,0,0,0,0,0,0,0,0,0,2.845,null,null,2.584,null,3.091,1,0
1,57,37,0,11,108.000,4,9,0.000,1,1,1,1,1,0,21.800,27.250,42.000,8.000,0.000,1292.000,1492.100,2394.750,425.000,0.000,1,0,0,1,1,1,0,1,0,3.082,3.305,3.738,2.079,null,4.682,3,0
3,61,48,0,14,115.000,4,20,0.000,1,1,1,1,1,1,12.800,16.000,39.200,17.250,31.000,785.700,953.950,2410.100,1015.000,1799.150,1,1,1,1,1,0,1,1,1,2.549,2.773,3.669,2.848,3.434,4.745,4,0
3,34,54,0,31,53.000,4,22,0.000,0,1,1,1,1,1,8.100,18.000,45.600,56.500,66.900,225.400,588.400,1463.800,1880.000,2304.800,1,1,1,1,0,0,1,0,1,2.092,2.890,3.820,4.034,4.203,3.970,4,0
3,38,53,0,13,242.000,4,12,0.000,0,1,1,1,1,1,8.950,37.750,54.100,28.500,50.750,396.350,1556.400,1979.100,1020.000,1934.900,1,1,1,0,1,1,1,1,1,2.192,3.631,3.991,3.350,3.927,5.489,4,0
1,3,24,1,2,20.000,2,3,0.000,1,5,1,0,1,0,3.350,22.500,0.000,9.250,0.000,7.550,49.550,0.000,15.000,0.000,0,1,0,1,1,1,0,1,0,1.209,3.114,null,2.225,null,2.996,3,0
2,4,47,0,5,123.000,4,11,0.000,0,1,0,1,1,0,2.500,0.000,25.300,13.750,0.000,9.250,0.000,99.500,40.000,0.000,0,0,0,1,0,0,1,0,1,0.916,null,3.231,2.621,null,4.812,1,0
2,15,35,0,0,34.000,1,12,0.000,0,1,0,0,0,0,3.950,0.000,0.000,0.000,0.000,47.950,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.374,null,null,null,null,3.526,1,0
1,25,29,1,8,31.000,4,3,0.000,1,5,0,1,0,0,12.950,0.000,33.050,0.000,0.000,348.900,0.000,832.850,0.000,0.000,1,0,0,1,0,0,0,0,1,2.561,null,3.498,null,null,3.434,2,1
3,21,44,0,25,47.000,1,12,0.000,1,2,0,0,1,0,7.050,0.000,0.000,14.500,0.000,182.300,0.000,0.000,285.000,0.000,0,0,0,0,1,1,1,1,0,1.953,null,null,2.674,null,3.850,3,0
3,50,37,1,11,48.000,3,8,0.000,1,2,1,0,1,0,12.900,27.750,0.000,8.750,0.000,669.750,1445.150,0.000,445.000,0.000,0,0,0,0,1,1,1,1,0,2.557,3.323,null,2.169,null,3.871,3,0
2,65,64,1,22,13.000,2,5,1.000,1,3,1,0,1,0,14.600,33.000,0.000,15.750,0.000,921.700,1990.200,0.000,930.000,0.000,0,0,0,0,1,1,1,1,0,2.681,3.497,null,2.757,null,2.565,3,0
2,59,52,1,18,78.000,1,25,0.000,0,2,0,0,0,0,18.600,0.000,0.000,0.000,0.000,1179.050,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.923,null,null,null,null,4.357,1,0
3,29,26,0,7,34.000,1,7,0.000,1,2,0,0,1,0,6.500,0.000,0.000,16.000,0.000,198.700,0.000,0.000,490.000,0.000,0,0,0,0,1,1,0,0,0,1.872,null,null,2.773,null,3.526,3,0
1,60,46,0,17,81.000,5,9,0.000,1,1,0,1,1,0,17.450,0.000,39.250,10.250,0.000,1067.000,0.000,2331.650,610.000,0.000,1,0,0,1,0,0,0,0,1,2.859,null,3.670,2.327,null,4.394,2,0
1,71,45,1,14,86.000,2,25,0.000,0,2,0,1,1,0,45.050,0.000,33.000,35.000,0.000,3235.900,0.000,2386.450,2495.000,0.000,1,0,0,1,0,0,0,0,0,3.808,null,3.497,3.555,null,4.454,2,0
3,38,27,1,0,26.000,4,2,0.000,0,4,0,1,1,1,12.200,0.000,38.750,9.250,28.050,477.500,0.000,1429.950,365.000,1111.000,0,1,1,1,1,1,1,0,1,2.501,null,3.657,2.225,3.334,3.258,4,1
3,16,34,1,5,51.000,2,8,0.000,1,5,0,0,1,0,4.700,0.000,0.000,16.500,0.000,61.500,0.000,0.000,260.000,0.000,0,0,0,0,0,0,0,0,0,1.548,null,null,2.803,null,3.932,1,0
3,7,31,0,10,59.000,3,10,0.000,0,1,0,1,0,0,2.450,0.000,29.800,0.000,0.000,16.350,0.000,170.200,0.000,0.000,0,1,0,0,0,1,0,0,1,0.896,null,3.395,null,null,4.078,1,0
1,59,53,0,21,112.000,4,16,0.000,0,1,0,1,0,1,21.100,0.000,38.550,0.000,25.300,1236.300,0.000,2190.100,0.000,1465.350,1,0,0,1,0,0,0,0,1,3.049,null,3.652,null,3.231,4.718,2,1
2,22,56,1,14,57.000,4,28,0.000,0,2,1,1,1,1,6.200,18.250,36.650,10.500,28.800,135.200,417.550,748.300,250.000,649.600,1,1,1,1,1,1,1,1,0,1.825,2.904,3.601,2.351,3.360,4.043,4,0
1,18,48,1,20,41.000,1,2,0.000,1,2,1,0,1,0,4.350,13.000,0.000,8.000,0.000,59.150,220.950,0.000,135.000,0.000,0,0,0,0,1,1,0,0,0,1.470,2.565,null,2.079,null,3.714,1,0
2,64,46,1,19,168.000,2,26,0.000,1,2,1,1,1,1,14.200,71.000,73.800,38.750,62.450,928.800,4667.750,4758.050,2460.000,3704.050,1,1,1,1,1,1,1,1,1,2.653,4.263,4.301,3.657,4.134,5.124,4,0
2,7,33,0,4,29.000,4,4,0.000,1,3,0,1,0,0,4.650,0.000,28.350,0.000,0.000,35.450,0.000,166.500,0.000,0.000,0,0,0,1,0,0,0,0,1,1.537,null,3.345,null,null,3.367,1,1
3,65,58,0,13,167.000,2,14,0.000,1,2,0,0,1,0,24.300,0.000,0.000,17.250,0.000,1642.350,0.000,0.000,1110.000,0.000,1,0,0,0,0,0,0,0,0,3.190,null,null,2.848,null,5.118,2,0
3,7,24,0,5,29.000,2,3,0.000,0,3,1,0,0,0,4.450,13.500,0.000,0.000,0.000,43.700,109.500,0.000,0.000,0.000,0,0,1,1,0,0,0,1,0,1.493,2.603,null,null,null,3.367,1,1
1,64,55,0,28,104.000,1,26,0.000,1,1,0,0,1,0,15.000,0.000,0.000,39.250,0.000,960.950,0.000,0.000,2360.000,0.000,0,0,0,0,1,0,0,1,0,2.708,null,null,3.670,null,4.644,3,0
3,42,22,1,0,46.000,4,0,0.000,0,2,1,1,1,1,9.350,20.250,51.350,6.000,36.000,311.850,850.650,2099.550,270.000,1503.650,1,1,1,1,0,1,1,0,0,2.235,3.008,3.939,1.792,3.584,3.829,4,1
3,33,26,0,5,46.000,4,1,0.000,1,3,1,1,1,1,11.000,17.500,40.900,6.000,32.050,350.050,593.100,1347.700,185.000,1009.500,0,0,1,1,1,1,1,1,1,2.398,2.862,3.711,1.792,3.467,3.829,4,0
1,3,33,0,8,51.000,4,0,0.000,1,1,0,1,0,0,2.900,0.000,19.900,0.000,0.000,12.050,0.000,40.150,0.000,0.000,0,0,0,0,0,0,0,0,0,1.065,null,2.991,null,null,3.932,1,1
2,69,42,1,11,65.000,2,18,0.000,0,2,1,1,1,1,14.200,30.500,64.200,31.500,66.550,1007.500,2082.750,4167.700,2125.000,4399.600,1,1,1,1,1,1,1,1,1,2.653,3.418,4.162,3.450,4.198,4.174,4,0
2,9,33,0,1,48.000,2,13,0.000,0,2,1,0,1,0,3.150,13.250,0.000,30.500,0.000,39.750,110.050,0.000,275.000,0.000,0,0,0,0,1,1,0,0,0,1.147,2.584,null,3.418,null,3.871,1,0
3,22,34,1,1,46.000,3,1,0.000,0,4,0,1,0,0,7.100,0.000,23.400,0.000,0.000,125.050,0.000,484.100,0.000,0.000,1,0,0,1,0,0,0,0,0,1.960,null,3.153,null,null,3.829,2,0
2,53,63,1,15,43.000,2,18,0.000,0,2,0,1,1,0,14.850,0.000,37.000,11.000,0.000,808.950,0.000,2012.600,535.000,0.000,1,0,0,1,0,0,0,0,1,2.698,null,3.611,2.398,null,3.761,2,0
3,71,53,0,30,110.000,1,34,0.000,0,1,0,0,1,0,17.450,0.000,0.000,14.750,0.000,1249.800,0.000,0.000,1100.000,0.000,1,0,0,0,0,0,0,0,0,2.859,null,null,2.691,null,4.700,2,0
3,24,26,0,2,32.000,3,2,0.000,0,3,0,0,0,0,4.250,0.000,0.000,0.000,0.000,97.350,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1.447,null,null,null,null,3.466,1,0
3,12,22,1,1,18.000,3,0,0.000,1,2,0,0,0,0,4.650,0.000,0.000,0.000,0.000,57.700,0.000,0.000,0.000,0.000,0,0,0,1,0,0,0,0,1,1.537,null,null,null,null,2.890,1,0
1,25,39,1,1,26.000,4,0,0.000,0,4,0,1,1,1,14.450,0.000,35.950,23.000,24.750,349.900,0.000,895.050,515.000,640.800,1,1,1,1,0,0,0,0,1,2.671,null,3.582,3.135,3.209,3.258,2,1
3,63,28,1,9,34.000,2,10,0.000,1,6,1,0,1,1,15.000,40.000,0.000,17.500,45.100,934.050,2465.400,0.000,1120.000,2770.350,1,1,0,0,1,1,1,1,0,2.708,3.689,null,2.862,3.809,3.526,3,0
1,33,54,1,18,57.000,4,4,0.000,1,3,1,1,0,0,7.500,30.250,33.900,0.000,0.000,226.250,1105.750,1108.500,0.000,0.000,1,0,0,1,1,1,1,0,0,2.015,3.409,3.523,null,null,4.043,3,1
2,57,54,1,20,21.000,2,0,0.000,1,3,0,0,1,0,10.600,0.000,0.000,17.000,0.000,565.550,0.000,0.000,930.000,0.000,0,0,0,0,0,0,0,0,0,2.361,null,null,2.833,null,3.045,1,0
3,13,33,0,7,38.000,3,10,0.000,1,1,1,1,1,1,5.050,18.500,40.800,12.500,28.850,48.600,199.500,480.850,155.000,318.900,0,1,1,1,0,1,1,1,1,1.619,2.918,3.709,2.526,3.362,3.638,4,0
1,13,21,0,2,19.000,3,0,0.000,1,1,0,1,1,0,7.900,0.000,25.200,5.000,0.000,98.350,0.000,311.650,40.000,0.000,1,0,0,1,0,0,0,0,0,2.067,null,3.227,1.609,null,2.944,2,1
1,71,39,0,2,40.000,3,17,0.000,0,1,1,0,1,0,36.250,27.750,0.000,38.500,0.000,2553.700,1916.250,0.000,2620.000,0.000,1,1,0,0,0,1,0,1,0,3.590,3.323,null,3.651,null,3.689,3,0
3,18,69,1,11,58.000,3,8,0.000,0,2,1,1,1,1,6.350,27.250,53.950,11.750,63.000,118.050,454.050,896.800,175.000,1049.950,1,1,1,1,1,1,1,1,1,1.848,3.305,3.988,2.464,4.143,4.060,4,0
1,17,51,1,10,95.000,2,15,0.000,1,2,0,0,0,0,7.450,0.000,0.000,0.000,0.000,132.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,2.008,null,null,null,null,4.554,1,1
2,22,43,0,4,114.000,2,19,0.000,0,1,0,1,0,0,9.250,0.000,22.700,0.000,0.000,202.800,0.000,428.700,0.000,0.000,0,0,0,0,0,0,0,0,0,2.225,null,3.122,null,null,4.736,1,0
2,65,65,1,27,128.000,3,24,0.000,0,2,1,0,1,0,21.200,24.000,0.000,14.500,0.000,1325.050,1483.550,0.000,940.000,0.000,1,0,0,0,1,1,1,1,0,3.054,3.178,null,2.674,null,4.852,3,0
3,7,40,0,9,33.000,4,2,0.000,1,1,0,0,0,0,2.800,0.000,0.000,0.000,0.000,16.850,0.000,0.000,0.000,0.000,0,0,0,1,0,0,0,0,1,1.030,null,null,null,null,3.497,1,0
3,72,66,0,30,460.000,4,41,0.000,1,1,0,1,1,0,89.400,0.000,46.550,18.750,0.000,6353.900,0.000,3411.200,1245.000,0.000,1,1,1,1,0,0,1,1,0,4.493,null,3.841,2.931,null,6.131,4,0
1,35,43,0,12,224.000,3,17,0.000,0,1,0,0,1,0,7.700,0.000,0.000,9.500,0.000,271.550,0.000,0.000,330.000,0.000,0,0,0,0,0,0,0,0,0,2.041,null,null,2.251,null,5.412,1,0
1,24,39,0,2,122.000,4,12,0.000,0,3,1,0,1,1,4.450,26.250,0.000,9.750,35.900,98.350,625.950,0.000,210.000,844.950,0,0,1,1,1,1,1,1,0,1.493,3.268,null,2.277,3.581,4.804,4,0
1,64,24,1,0,23.000,3,1,0.000,1,5,0,1,0,0,7.000,0.000,35.550,0.000,0.000,394.600,0.000,2182.400,0.000,0.000,1,0,0,1,0,1,0,1,0,1.946,null,3.571,null,null,3.135,2,0
2,63,63,1,19,191.000,3,27,0.000,0,2,0,0,1,0,12.700,0.000,0.000,7.000,0.000,782.450,0.000,0.000,435.000,0.000,1,0,0,0,0,0,0,0,0,2.542,null,null,1.946,null,5.252,2,0
1,38,31,1,7,187.000,4,6,0.000,0,3,1,0,1,1,12.650,21.250,0.000,34.000,47.850,448.750,834.000,0.000,1165.000,1801.750,0,1,1,0,1,1,1,1,0,2.538,3.056,null,3.526,3.868,5.231,4,1
2,29,37,1,9,119.000,3,12,0.000,0,3,0,0,0,0,4.600,0.000,0.000,0.000,0.000,138.700,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.526,null,null,null,null,4.779,1,0
1,72,69,1,49,44.000,2,44,1.000,1,2,0,0,1,0,99.950,0.000,0.000,12.500,0.000,7257.600,0.000,0.000,875.000,0.000,1,0,0,0,0,1,0,1,0,4.605,null,null,2.526,null,3.784,3,0
1,10,27,1,2,15.000,3,2,0.000,1,2,1,1,1,1,7.500,12.750,48.650,7.500,39.500,66.450,154.900,442.150,60.000,377.350,1,1,1,1,1,1,1,1,1,2.015,2.546,3.885,2.015,3.676,2.708,4,1
3,72,64,0,41,674.000,4,37,0.000,1,1,1,0,1,1,49.600,32.750,0.000,48.750,60.150,3535.800,2378.150,0.000,3465.000,4366.200,1,1,0,0,1,1,1,1,0,3.904,3.489,null,3.887,4.097,6.513,3,0
3,52,23,1,4,33.000,4,0,0.000,1,2,1,0,1,0,13.100,18.250,0.000,18.750,0.000,757.800,945.150,0.000,920.000,0.000,1,0,0,0,1,1,1,1,0,2.573,2.904,null,2.931,null,3.497,3,0
3,13,55,0,3,250.000,2,35,0.000,1,2,0,0,0,0,4.100,0.000,0.000,0.000,0.000,50.100,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,1.411,null,null,null,null,5.521,1,0
1,3,33,0,6,64.000,4,0,0.000,0,2,0,1,0,0,2.150,0.000,20.750,0.000,0.000,6.000,0.000,53.100,0.000,0.000,0,0,0,0,0,0,0,0,1,0.765,null,3.033,null,null,4.159,1,1
3,39,24,1,2,26.000,2,4,0.000,0,4,0,0,1,0,10.400,0.000,0.000,12.500,0.000,403.500,0.000,0.000,480.000,0.000,0,0,0,0,0,0,0,0,1,2.342,null,null,2.526,null,3.258,1,1
2,28,29,0,4,23.000,3,5,0.000,0,2,0,0,0,0,3.700,0.000,0.000,0.000,0.000,91.950,0.000,0.000,0.000,0.000,1,0,0,1,0,0,1,1,1,1.308,null,null,null,null,3.135,2,0
2,46,42,0,9,52.000,4,7,0.000,0,3,0,0,1,0,14.250,0.000,0.000,21.000,0.000,611.650,0.000,0.000,985.000,0.000,1,0,0,0,0,0,0,0,0,2.657,null,null,3.045,null,3.951,2,0
2,62,46,0,27,200.000,3,9,0.000,1,1,0,0,1,0,26.250,0.000,0.000,74.000,0.000,1625.350,0.000,0.000,4590.000,0.000,0,0,0,0,0,0,0,0,0,3.268,null,null,4.304,null,5.298,1,0
2,23,33,1,7,28.000,1,4,0.000,0,2,0,0,1,0,6.900,0.000,0.000,14.000,0.000,177.400,0.000,0.000,340.000,0.000,0,0,0,0,1,1,1,0,0,1.932,null,null,2.639,null,3.332,3,0
3,23,25,1,5,19.000,5,0,0.000,0,3,1,1,0,0,6.950,25.000,36.700,0.000,0.000,157.100,562.200,829.100,0.000,0.000,1,1,0,1,0,1,1,0,1,1.939,3.219,3.603,null,null,2.944,4,1
2,72,61,1,39,76.000,3,21,0.000,0,2,1,1,1,1,54.800,67.250,51.350,69.500,55.500,3983.600,4905.850,3761.800,4975.000,4097.700,1,1,1,1,1,1,1,1,0,4.004,4.208,3.939,4.241,4.016,4.331,4,0
3,56,60,0,26,70.000,2,20,0.000,0,1,0,1,0,1,7.750,0.000,29.300,0.000,26.150,397.150,0.000,1638.200,0.000,1340.750,0,0,0,0,0,0,0,0,1,2.048,null,3.378,null,3.264,4.248,1,0
1,8,30,0,1,34.000,2,9,0.000,1,1,0,0,1,0,4.250,0.000,0.000,13.250,0.000,28.650,0.000,0.000,75.000,0.000,0,0,0,0,1,0,1,1,0,1.447,null,null,2.584,null,3.526,3,0
3,3,36,0,7,34.000,5,3,0.000,1,3,1,1,0,0,2.700,13.000,24.000,0.000,0.000,7.000,35.650,55.900,0.000,0.000,1,1,1,0,0,0,1,0,1,0.993,2.565,3.178,null,null,3.526,4,0
3,37,37,0,7,172.000,3,13,0.000,0,1,0,0,0,0,6.850,0.000,0.000,0.000,0.000,258.500,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,1,1.924,null,null,null,null,5.147,1,0
3,37,53,1,13,48.000,1,10,0.000,0,3,1,0,1,0,12.550,23.500,0.000,10.250,0.000,439.550,876.050,0.000,350.000,0.000,0,0,0,0,1,1,1,1,0,2.530,3.157,null,2.327,null,3.871,3,0
2,6,30,0,9,45.000,2,2,0.000,1,1,0,0,0,0,1.350,0.000,0.000,0.000,0.000,9.950,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0.300,null,null,null,null,3.807,1,1
1,48,47,0,9,72.000,3,13,0.000,0,5,1,0,1,1,15.300,28.500,0.000,16.000,32.550,732.350,1352.100,0.000,790.000,1559.100,1,1,1,0,1,1,1,1,0,2.728,3.350,null,2.773,3.483,4.277,4,1
2,43,43,1,3,55.000,4,18,0.000,1,4,1,1,1,1,9.100,40.750,48.400,16.000,50.600,422.700,1802.500,1976.650,675.000,2244.800,0,1,1,1,1,1,1,1,0,2.208,3.707,3.879,2.773,3.924,4.007,4,0
2,21,29,0,7,40.000,4,2,0.000,1,4,1,1,1,1,4.500,17.000,36.200,19.250,33.400,89.100,386.800,772.300,395.000,653.900,0,0,0,1,0,1,1,0,0,1.504,2.833,3.589,2.958,3.509,3.689,1,0
3,6,33,0,12,26.000,3,0,0.000,0,1,1,0,1,1,6.100,18.750,0.000,24.250,22.800,35.100,131.100,0.000,125.000,121.750,0,1,0,1,1,1,1,1,0,1.808,2.931,null,3.188,3.127,3.258,3,1
2,69,51,0,18,96.000,1,33,0.000,0,4,1,0,1,0,33.950,87.000,0.000,33.500,0.000,2338.800,5916.000,0.000,2180.000,0.000,1,0,0,0,1,1,1,1,0,3.525,4.466,null,3.512,null,4.564,3,0
1,22,33,0,9,54.000,1,10,0.000,0,1,1,0,1,0,11.050,22.250,0.000,18.750,0.000,246.700,504.400,0.000,370.000,0.000,0,0,0,0,1,1,1,1,0,2.402,3.102,null,2.931,null,3.989,3,0
1,28,40,1,1,47.000,2,9,0.000,1,3,1,0,1,0,8.100,29.500,0.000,28.500,0.000,224.250,774.750,0.000,730.000,0.000,0,0,0,0,1,1,1,1,0,2.092,3.384,null,3.350,null,3.850,3,0
1,71,47,1,23,142.000,1,30,0.000,0,2,0,0,1,0,32.200,0.000,0.000,82.250,0.000,2237.350,0.000,0.000,5520.000,0.000,1,0,0,0,0,0,0,0,0,3.472,null,null,4.410,null,4.956,2,0
2,7,37,0,5,57.000,4,1,0.000,0,1,0,0,0,0,3.800,0.000,0.000,0.000,0.000,23.900,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1,0,1.335,null,null,null,null,4.043,1,0
1,63,29,0,10,20.000,3,7,0.000,0,2,1,1,1,1,13.300,31.000,62.350,10.000,96.250,867.900,1944.450,3778.750,640.000,6132.200,1,1,1,1,1,1,1,1,1,2.588,3.434,4.133,2.303,4.567,2.996,4,0
